scenario,method,method_name,run,exec_time,total_path_len,mean_path_len,fov_area,fov_coverage_eff,visibility,track_err,control_energy,min_inter_uav,sim_time
7,1,APF,1,0.0033445572585202336,267.81146247904036,53.56229249580807,22.785454207327582,0.5063434268295018,99.10112359550561,1.200045845509012,932.6744967899906,0.1392060975832777,44.50000000000036
7,2,Purpose,1,0.13128865284866162,239.69645397667904,47.93929079533581,29.62669615345334,0.6583710256322963,100.0,0.5700347885418481,318.4573302729527,0.39974468822872616,44.50000000000036
7,3,MPC,1,0.12885642662476957,247.5493413947531,49.50986827895062,25.760427400157354,0.572453942225719,98.65168539325843,0.6984682492201238,103.00451831769811,0.9659805068149531,44.50000000000036
